Emp Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
DANNY CHOU,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,606,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4
LAURA VANMUNCHING,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,607,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0
DYANA LECHUGA,30,No,Travel_Rarely,Sales,20,3,Marketing,1,608,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3
PAMELA PECORA HANSEN,40,No,Travel_Frequently,Sales,9,3,Medical,1,609,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0
MARIANNE BARRETT,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,610,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2
JAMES ROWLAND,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,611,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3
WADE CHOW,46,No,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3
JEFFREY ROSS,35,No,Travel_Rarely,Sales,4,4,Marketing,1,613,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7
GREGORY BARGE,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,614,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0
JULIUS DEGUIA,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,615,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1
CHARLES HARDIMAN,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,616,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7
ROBERT YICK,30,No,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9
ARNOLD WOO,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,618,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17
MARIA DE JESUS,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2
MANFRED WONG,46,No,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4
BRUCE FINE,42,No,Non-Travel,Research & Development,5,4,Medical,1,621,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3
MEIR GORDON,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9
ALEC CARDENAS,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,623,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2
TROY DANGERFIELD,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7
NIELS TANGHERLINI,36,No,Travel_Rarely,Sales,3,2,Marketing,1,625,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7
ANTENOR MOLLOY,33,No,Travel_Rarely,Sales,26,2,Marketing,1,626,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10
LINDA SIMS,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3
GINA TOMLINSON,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,628,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1
ELAINE GECHT,30,No,Travel_Rarely,Sales,9,3,Marketing,1,629,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7
DAVEY LACAP,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,630,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0
TERRENCE YUEN,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12
MARC PEARSON,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8
MANUEL ALVARENGA,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,633,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4
MANOUCHEHR BOOZARPOUR,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7
JOHN CHRISTY,19,Yes,Non-Travel,Sales,2,2,Other,1,635,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0
HENRY PARRA JR,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,636,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2
TWYILA LAY,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,637,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9
WILLIAM LAU,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,638,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1
DUSTIN WINN,31,No,Travel_Rarely,Sales,24,1,Marketing,1,639,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8
FERNANDO JUAREZ,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,640,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5
CLIFFORD COOK,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7
JOHN MILLER,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0
DIANE BEETHAM,36,No,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7
MICHAEL MCSHANE,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0
RICHARD MARTIN,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3
MARIO DELGADILLO,29,No,Travel_Rarely,Sales,17,4,Medical,1,646,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0
JOHN THOMAS,48,No,Travel_Rarely,Sales,1,1,Marketing,1,647,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0
DANIEL WADE,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,648,Female,2,Healthcare Representative,Divorced,48050,NA,Y,16,8,1,9,2,7,1,7
BARBARA MOY,34,No,Travel_Rarely,Sales,9,4,Medical,1,649,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0
HOWARD FUNG,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,650,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10
CHARLES HIGUERAS,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,651,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8
HUSAM MASRI,19,No,Travel_Rarely,Sales,2,4,Marketing,1,652,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1
RONALD ALAMEIDA,23,No,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1
JOHANNA WONG,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0
THOMAS RODRIGUES,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2
CHRISTOPHER NELSON,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11
GERALD HESS,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,657,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0
ALICE MOUGHAMIAN,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2
GERALD GAUER,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,659,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8
DAVID MORRIS,34,No,Travel_Rarely,Sales,13,4,Medical,1,660,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2
TIMOTHY BROPHY,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,661,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10
FIROOZEH PARSA NEZHAD,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,662,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4
JEFFREY AMDAHL,34,No,Travel_Frequently,Sales,14,4,Medical,1,663,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10
SIMON WONG,28,No,Travel_Frequently,Research & Development,2,3,Other,1,664,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2
NABIL TARAZI,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,665,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13
FARIBA MAHMOUDI,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,666,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8
MONICA BANCHERO-HASSON,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2
FRANCO CALZOLAI,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,668,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0
KURT BRUNEMAN,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,669,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17
ROMEO ARRIAZA,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,670,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12
JAMES AHERNE,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,671,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5
DAVID MONTEVERDI,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,672,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2
LISA FRAZER,51,No,Travel_Frequently,Sales,21,4,Medical,1,673,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7
STEVEN THOMPSON,30,No,Non-Travel,Research & Development,2,4,Other,1,674,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7
SANDRA TONG,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,675,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7
HEINZ HOFMANN,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,676,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2
DAVID MARTINOVICH,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,677,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1
CLAUDIA VALENTINO,32,No,Travel_Rarely,Research & Development,10,4,Other,1,678,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8
MASA RAMBO,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0
JAMES LOWE,39,No,Travel_Rarely,Sales,29,1,Marketing,1,680,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2
DENNIS KERN,58,No,Travel_Rarely,Research & Development,27,3,Other,1,681,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2
PAMELA HOFSASS,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,682,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1
JOSEPH GOLDENSON,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,683,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3
DAVID HAYASHIDA,30,No,Travel_Rarely,Sales,9,1,Marketing,1,684,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7
GLENN FREY,36,No,Travel_Rarely,Sales,1,3,Marketing,1,685,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7
ERIC LEAL,46,No,Travel_Rarely,Sales,4,3,Medical,1,686,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7
REGINALD MASON,28,No,Non-Travel,Research & Development,1,3,Medical,1,687,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5
PRISCILLA MORSE,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,688,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2
STEVE ARCELONA,40,Yes,Travel_Rarely,Sales,8,1,Other,1,689,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0
PHIL ARNOLD,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,690,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7
ROBERT CARLSON,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8
WILLIAM LEE,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,692,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7
TRAVIS FOX,31,No,Non-Travel,Research & Development,1,2,Medical,1,693,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6
CYNTHIA NICHOL,41,No,Non-Travel,Sales,6,3,Life Sciences,1,694,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9
KATHARINE PETRUCIONE,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,695,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2
JAY XU,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,696,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2
MICHAEL MARCUM,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,697,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10
ANNE HINTON,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,698,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11
MAXWELL BUNUAN,56,No,Travel_Rarely,Sales,3,2,Medical,1,699,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7
MICHAEL RUBIN,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,700,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0
MICHAEL ELLIS,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,701,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6
CLAYTON BULLOCK,40,No,Travel_Rarely,Sales,4,3,Medical,1,702,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8
KEITH ONISHI,41,No,Travel_Frequently,Sales,1,4,Other,1,703,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7
GLENN ORTEGA,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,704,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1
DENISE FLAHERTY,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,705,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10
TODD PRAKIN,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,706,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7
MICHAEL MULLIN,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,707,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6
SPENCER NAKAO,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,708,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2
THOMAS SMITH,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,709,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9
ANA GONZALEZ,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,710,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3
THERESE GEE,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,711,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13
STEPHEN WU,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,712,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8
FRANK LEE,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,713,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0
JOHN GALLAGHER,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,714,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3
GLEN ZORRILLA,18,No,Non-Travel,Research & Development,1,4,Medical,1,715,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0
ELLIZA WILLIAMS,35,No,Travel_Rarely,Research & Development,1,4,Other,1,716,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0
LISA SAPORITO,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,717,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0
WILLIAM CANNING,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,718,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8
MICHELE GRINDSTAFF,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,719,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9
ROBERT WONG,34,No,Non-Travel,Sales,1,2,Life Sciences,1,720,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0
DENNIS SULLIVAN,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,721,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8
PATRICK RABBITT,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,722,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7
MANJIT SINGH AULAKH,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,723,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0
PAUL SCHLOTFELDT,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,724,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2
ANDREW DEGRACA,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,725,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3
MICHAEL MC EACHERN,34,No,Travel_Rarely,Research & Development,10,4,Other,1,726,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11
SHERYL BREGMAN,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,727,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4
HUE KHUU,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,728,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7
SCOTT SANDINE,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,729,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4
DIEN HA,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,730,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2
MARIO MOLINA,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,731,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3
LARRY JACOBS,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,732,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3
MARSHALL KHINE,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,733,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2
MICHAEL KIRK,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,734,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2
JOSEPH BARBERO,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,735,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5
MARY FITZPATRICK,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,736,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2
JERRY CHIANG,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,737,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2
JAMES PERRY II,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,738,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8
PATRICK RIVERA,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,739,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4
SYLVIA HARPER,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,740,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7
JOYCE GO,26,No,Travel_Rarely,Research & Development,2,2,Other,1,741,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1
VAGN PETERSEN,42,No,Travel_Rarely,Sales,23,3,Marketing,1,742,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9
MICHAEL COLEMAN,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,743,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4
GORDON HOY,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,744,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2
DAWN KAMALANATHAN,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,745,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2
DANIEL ROMERO,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,746,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2
MOISA TELLEZ,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,747,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7
JAMES AYACHE,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,748,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9
ERIC MONTALVO,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,749,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3
STANLEY PERRIATT,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,750,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7
JOHN ARNTZ,54,No,Travel_Rarely,Sales,1,3,Medical,1,751,Female,2,Manager,Single,22970,6,Y,18,8,2,29,2,20,12,7
FREDERICK SCHIFF,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,752,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5
ANNE TAM,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,753,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0
ETHAN BANFORD,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,754,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1
CHRISTIAN COLLIER,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,755,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0
TIMOTHY NEFF,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,756,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2
JOHN SIKORA,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,757,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0
ELLEN STEIN,34,No,Travel_Frequently,Sales,2,1,Marketing,1,758,Female,5,Manager,Divorced,26860,5,Y,11,8,0,10,3,4,1,3
VICTOR GONZALES,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,759,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0
DEAN WHITTAKER,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,760,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4
TIMOTHY FALVEY,36,No,Travel_Rarely,Sales,1,3,Marketing,1,761,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8
MICHAEL PATT,36,No,Travel_Rarely,Research & Development,24,3,Other,1,762,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2
JOHN GLISCHINSKI,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,763,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2
BOAZ MARILES,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,764,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2
HENRY YEE,37,No,Non-Travel,Sales,8,4,Medical,1,765,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3
PREM SINGH,56,No,Travel_Rarely,Research & Development,10,4,Other,1,766,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0
AMALIA FYLES,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,767,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6
